0.1,0.026621
0.1018,0.026665
0.10361,0.026709
0.10541,0.026751
0.10721,0.026792
0.10902,0.026833
0.11082,0.026872
0.11263,0.02691
0.11443,0.026947
0.11623,0.026983
0.11804,0.027017
0.11984,0.027051
0.12164,0.027083
0.12345,0.027114
0.12525,0.027143
0.12705,0.027172
0.12886,0.027199
0.13066,0.027225
0.13246,0.027249
0.13427,0.027272
0.13607,0.027293
0.13788,0.027313
0.13968,0.027332
0.14148,0.027349
0.14329,0.027365
0.14509,0.027379
0.14689,0.027391
0.1487,0.027402
0.1505,0.027412
0.1523,0.027419
0.15411,0.027425
0.15591,0.02743
0.15772,0.027432
0.15952,0.027433
0.16132,0.027433
0.16313,0.027433
0.16493,0.027433
0.16673,0.027433
0.16854,0.027433
0.17034,0.027433
0.17214,0.027433
0.17395,0.027433
0.17575,0.027433
0.17756,0.027433
0.17936,0.027433
0.18116,0.027433
0.18297,0.027433
0.18477,0.027433
0.18657,0.027433
0.18838,0.027433
0.19018,0.027433
0.19198,0.027433
0.19379,0.027433
0.19559,0.027433
0.19739,0.027433
0.1992,0.027433
0.201,0.027433
0.20281,0.027433
0.20461,0.027433
0.20641,0.027433
0.20822,0.027433
0.21002,0.027433
0.21182,0.027433
0.21363,0.027433
0.21543,0.027433
0.21723,0.027433
0.21904,0.027433
0.22084,0.027433
0.22265,0.027433
0.22445,0.027433
0.22625,0.027433
0.22806,0.027433
0.22986,0.027433
0.23166,0.027433
0.23347,0.027433
0.23527,0.027433
0.23707,0.027433
0.23888,0.027433
0.24068,0.027433
0.24248,0.027433
0.24429,0.027433
0.24609,0.027433
0.2479,0.027433
0.2497,0.027433
0.2515,0.027433
0.25331,0.027433
0.25511,0.027433
0.25691,0.027433
0.25872,0.027433
0.26052,0.027433
0.26232,0.027433
0.26413,0.027433
0.26593,0.027433
0.26774,0.027433
0.26954,0.027433
0.27134,0.027433
0.27315,0.027433
0.27495,0.027433
0.27675,0.027433
0.27856,0.027433
0.28036,0.027433
0.28216,0.027433
0.28397,0.027433
0.28577,0.027433
0.28758,0.027433
0.28938,0.027433
0.29118,0.027433
0.29299,0.027433
0.29479,0.027433
0.29659,0.027433
0.2984,0.027433
0.3002,0.027433
0.302,0.027433
0.30381,0.027433
0.30561,0.027433
0.30741,0.027433
0.30922,0.027433
0.31102,0.027433
0.31283,0.027433
0.31463,0.027433
0.31643,0.027433
0.31824,0.027433
0.32004,0.027434
0.32184,0.027436
0.32365,0.02744
0.32545,0.027446
0.32725,0.027455
0.32906,0.027466
0.33086,0.027478
0.33267,0.027493
0.33447,0.02751
0.33627,0.027529
0.33808,0.02755
0.33988,0.027573
0.34168,0.027599
0.34349,0.027626
0.34529,0.027655
0.34709,0.027686
