0	0.77
1	6.25E-09
2	2.43E-07
3	1.53E-06
4	4.90E-06
5	1.12E-05
6	2.09E-05
7	3.42E-05
8	5.11E-05
9	7.12E-05
10	9.44E-05
11	0.000120206
12	0.00014827
13	0.000178198
14	0.000209621
15	0.000242192
16	0.000275595
17	0.000309545
18	0.000343786
19	0.000378094
20	0.000412272
21	0.00044615
22	0.000479582
23	0.000512445
24	0.000544634
25	0.000576062
26	0.000606658
27	0.000636365
28	0.000665138
29	0.000692943
30	0.000719754
31	0.000745555
32	0.000770335
33	0.000794092
34	0.000816826
35	0.000838543
36	0.000859253
37	0.000878969
38	0.000897707
39	0.000915483
40	0.000932319
41	0.000948235
42	0.000963252
43	0.000977396
44	0.000990689
45	0.001003155
46	0.00101482
47	0.001025708
48	0.001035843
49	0.001045252
50	0.001053957
51	0.001061985
52	0.001069357
53	0.001076099
54	0.001082233
55	0.001087782
56	0.001092767
57	0.001097212
58	0.001101136
59	0.001104561
60	0.001107507
61	0.001109992
62	0.001112036
63	0.001113657
64	0.001114873
65	0.001115702
66	0.001116159
67	0.00111626
68	0.001116022
69	0.00111546
70	0.001114587
71	0.001113418
72	0.001111966
73	0.001110245
74	0.001108267
75	0.001106044
76	0.001103588
77	0.00110091
78	0.001098021
79	0.00109493
80	0.001091649
81	0.001088187
82	0.001084553
83	0.001080756
84	0.001076805
85	0.001072708
86	0.001068472
87	0.001064106
88	0.001059617
89	0.001055011
90	0.001050296
91	0.001045477
92	0.001040562
93	0.001035556
94	0.001030465
95	0.001025294
96	0.001020049
97	0.001014735
98	0.001009356
99	0.001003917
100	0.000998423
101	0.000992878
102	0.000987286
103	0.000981651
104	0.000975976
105	0.000970266
106	0.000964524
107	0.000958752
108	0.000952955
109	0.000947136
110	0.000941296
111	0.000935439
112	0.000929568
113	0.000923685
114	0.000917792
115	0.000911893
116	0.000905988
117	0.000900081
118	0.000894172
119	0.000888265
120	0.000882361
121	0.000876462
122	0.000870568
123	0.000864683
124	0.000858808
125	0.000852943
126	0.000847091
127	0.000841252
128	0.000835428
129	0.00082962
130	0.00082383
131	0.000818057
132	0.000812304
133	0.000806571
134	0.00080086
135	0.00079517
136	0.000789503
137	0.00078386
138	0.000778241
139	0.000772647
140	0.000767079
141	0.000761537
142	0.000756022
143	0.000750535
144	0.000745075
145	0.000739644
146	0.000734241
147	0.000728868
148	0.000723524
149	0.000718211
